VOICE,NAME
Bianca,Guard Vyrinn
Giorgio,Sralm Noramir
Giorgio,Zakis Var Sl`tad
Giorgio,Master Vhezar
Giorgio,Alchemist Jorrum
Bianca,Yventa Va`Ssula
Giorgio,Master Vhezar
Bianca,Yventa Va`Ssula
Giorgio,Zakis Var Sl`tad
Bianca,Yventa Va`Ssula
Giorgio,Zakis Var Sl`tad
Giorgio,Alchemist Jorrum
Giorgio,Master Vhezar
Giorgio,Alchemist Jorrum
Giorgio,Official Sevalis
Giorgio,Xasri Virek
Bianca,Jahzo Hammertail
Giorgio,Zosran Hammertail
Bianca,Kertak Hammertail
Giorgio,Guardian Jelab
Bianca,Guardian Frendad
Giorgio,Councilman Srethix
Giorgio,Mystic Goharkor
Giorgio,Reaver Nydlil
Bianca,Heretic Elirev
Giorgio,Primalist Loerith
Giorgio,Warlock Vesthin
Giorgio,Grandmaster Vohar
Giorgio,Raewyth Velanor
Giorgio,Szrix Hammertail
Giorgio,Grave Lord Vizurik
Giorgio,Oracle Balek
Giorgio,Warlord Skriek
Bianca,Gialn Tyanid
Giorgio,Scholar Klaz
Bianca,Sariliz Grizka
Bianca,Sariliz Grizka
Giorgio,Krelk the Drifter
Giorgio,a forgotten traveler
Bianca,a tempest torn traveler
Giorgio,R`vule Aukorrse
Bianca,Giksazz
Giorgio,a dock guardian
Giorgio,a Broken Skull mercenary
Giorgio,a Broken Skull mercenary
Giorgio,a burdened ore cart operator
Giorgio,a burdened ore cart operator
Giorgio,a burdened ore cart operator
Giorgio,a burdened ore cart operator
Giorgio,a crew member
Giorgio,a crew member
Giorgio,a dock guardian
Giorgio,a Windscorn revenant
Bianca,a Windscorn buccaneer
Giorgio,a crew member
Giorgio,a Windscorn buccaneer
Giorgio,a Windscorn buccaneer
Bianca,a Windscorn buccaneer
Bianca,a Windscorn buccaneer
Bianca,a Windscorn buccaneer
Giorgio,a dock guardian
Giorgio,a Windscorn buccaneer
Giorgio,Captain Osaftars
Giorgio,a lackey of Quigli
Bianca,Sakar Pressl
Bianca,Alexsa Whyte
Giorgio,Grandmaster Grokx
Bianca,Ixthiz Xiklar
Giorgio,Merktal Skriek
Giorgio,Gazak Klelkek
Giorgio,Dark Disciple
Giorgio,Yerika Sisslak
Bianca,Stoneheel Osprey
Giorgio,Pirallan
Bianca,Enty Darkmask
Bianca,Gorvash`s Corpse
Giorgio,A Priest of Luclin
Giorgio,A Priest of Luclin
Bianca,Maeggi Lohndl
Giorgio,a thrall
Giorgio,Uzmanya Zsiksta
Bianca,a Sebilisian trooper
Bianca,a Sebilisian ironfist
Bianca,a Sebilisian haruspex
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian ironfist
Giorgio,a Sebilisian ironfist
Giorgio,a Sebilisian bonecaster
Giorgio,a Sebilisian tracker
Bianca,a Sebilisian trooper
Bianca,a Sebilisian tracker
Giorgio,a Sebilisian crusader
Bianca,a Sebilisian messenger
Giorgio,a Sebilisian crusader
Giorgio,a Sebilisian hierophant
Giorgio,a Sebilisian haruspex
Bianca,a Sebilisian lich
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian commander
Bianca,a Sebilisian bloodclaw
Giorgio,a Sebilisian bonecaster
Bianca,a Sebilisian trooper
Bianca,a Sebilisian bonecaster
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian patrol leader
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian crusader
Bianca,a Sebilisian bloodclaw
Giorgio,a Sebilisian bloodclaw
Bianca,a Sebilisian bonecaster
Bianca,a Sebilisian trooper
Bianca,a Sebilisian haruspex
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian bonecaster
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian ironfist
Bianca,a Sebilisian scaleblade
Bianca,a Sebilisian trooper
Bianca,a Sebilisian haruspex
Bianca,an iksar alchemist
Bianca,an iksar alchemist
Giorgio,an iksar alchemist
Giorgio,an iksar alchemist
Giorgio,a Sebilisian commander
Giorgio,an iksar alchemist
Bianca,an iksar alchemist
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian ironfist
Bianca,a Sebilisian ironfist
Bianca,a Sebilisian haruspex
Bianca,a Sebilisian scaleblade
Giorgio,a Sebilisian ironfist
Bianca,a Sebilisian ironfist
Giorgio,a Sebilisian commander
Giorgio,a Sebilisian battlemaster
Giorgio,a Sebilisian ironfist
Bianca,a Sebilisian battlemaster
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian haruspex
Bianca,a Sebilisian bonecaster
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian bonecaster
Giorgio,a Sebilisian bonecaster
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian guardian
Giorgio,a Sebilisian emissary
Giorgio,a Sebilisian scaleblade
Giorgio,a Sebilisian bonecaster
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian haruspex
Giorgio,a Sebilisian haruspex
Giorgio,a Sebilisian scaleblade
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian messenger
Bianca,a Sebilisian trooper
Bianca,a Sebilisian ironfist
Bianca,a Sebilisian scaleblade
Giorgio,a Sebilisian haruspex
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian messenger
Giorgio,a Sebilisian battlemaster
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian messenger
Bianca,a Sebilisian messenger
Giorgio,Imperial Advisor Resylar
Giorgio,Imperial Guardian Hesalyt
Bianca,Imperial Advisor Sestak
Giorgio,a Sebilisian trooper
Giorgio,Emperor Ganak
Bianca,a Sebilisian crusader
Giorgio,a Sebilisian crusader
Giorgio,a Sebilisian crusader
Giorgio,Imperial Guardian Mekta
Giorgio,a Sebilisian crusader
Giorgio,a Sebilisian trooper
Giorgio,Slact the Frozen Hand
Giorgio,a Sebilisian hunter
Giorgio,a Sebilisian crusader
Giorgio,a Sebilisian crusader
Bianca,a Sebilisian scaleblade
Giorgio,a Sebilisian crusader
Giorgio,a Sebilisian crusader
Bianca,a Sebilisian ironfist
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian haruspex
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian ironfist
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian bonecaster
Bianca,a Sebilisian trooper
Bianca,a Sebilisian bonecaster
Bianca,a Sebilisian trooper
Bianca,a Sebilisian ironfist
Bianca,a Sebilisian trooper
Bianca,a Sebilisian lich
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Bianca,a Sebilisian haruspex
Giorgio,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian hierophant
Bianca,a Sebilisian bonecaster
Giorgio,a Sebilisian haruspex
Bianca,a Sebilisian battlemaster
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian ironfist
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian haruspex
Bianca,a Sebilisian trooper
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian scaleblade
Giorgio,a Sebilisian ironfist
Giorgio,a Sebilisian messenger
Bianca,a Sebilisian battlemaster
Bianca,a Sebilisian haruspex
Giorgio,a Sebilisian ironfist
Giorgio,a Sebilisian ironfist
Bianca,a Sebilisian battlemaster
Bianca,a Sebilisian haruspex
Bianca,a Sebilisian trooper
Giorgio,a Sebilisian bonecaster
Giorgio,a Sebilisian haruspex
Giorgio,a Sebilisian haruspex
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian lich
Bianca,a Sebilisian scaleblade
Giorgio,a Sebilisian bonecaster
Giorgio,a Sebilisian battlemaster
Giorgio,a Sebilisian bloodclaw
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian ironfist
Bianca,a Sebilisian trooper
Bianca,a Sebilisian bonecaster
Bianca,a Sebilisian battlemaster
Bianca,a Sebilisian battlemaster
Bianca,a Sebilisian bonecaster
Giorgio,a Sebilisian haruspex
Bianca,a Sebilisian ironfist
Giorgio,a Sebilisian battlemaster
Bianca,a Sebilisian bonecaster
Giorgio,a Sebilisian haruspex
Giorgio,a Sebilisian bonecaster
Bianca,a Sebilisian haruspex
Bianca,a Sebilisian bonecaster
Bianca,a Sebilisian scaleblade
Giorgio,a Sebilisian haruspex
Giorgio,a Sebilisian scaleblade
Giorgio,a Sebilisian scaleblade
Giorgio,a Sebilisian haruspex
Giorgio,a Sebilisian scaleblade
Bianca,a Sebilisian scaleblade
Giorgio,an Iksar Master
Bianca,a Sebilisian battlemaster
Bianca,a Sebilisian commander
Giorgio,a Sebilisian haruspex
Bianca,a Sebilisian commander
Giorgio,a Sebilisian ironfist
Bianca,a Sebilisian scaleblade
Bianca,a Sebilisian haruspex
Bianca,a Sebilisian haruspex
Bianca,a Sebilisian ironfist
Giorgio,a Sebilisian scaleblade
Giorgio,a Sebilisian bonecaster
Bianca,a Sebilisian commander
Giorgio,a Sebilisian battlemaster
Giorgio,a Sebilisian haruspex
Bianca,a Sebilisian bonecaster
Bianca,a Sebilisian scaleblade
Giorgio,Commander Koth
Giorgio,a Sebilisian scaleblade
Bianca,a Sebilisian bonecaster
Giorgio,a Sebilisian bonecaster
Giorgio,a Sebilisian battlemaster
Giorgio,a Sebilisian bonecaster
Giorgio,a Sebilisian bonecaster
Giorgio,a Sebilisian ironfist
Giorgio,a Sebilisian messenger
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian trooper
Giorgio,a Sebilisian messenger
Bianca,an Imperial sentry
Giorgio,an Imperial sentry
Giorgio,a cryptic soothsayer
Giorgio,a corrupt warlock
Giorgio,a hateful reaver
Giorgio,a vault custodian
Bianca,a vault custodian
Giorgio,a stonefist disciple
Giorgio,a hateful reaver
Giorgio,a stonefist disciple
Giorgio,a vault custodian
Bianca,a corrupt defiler
Giorgio,a vault custodian
Giorgio,a corrupt heretic
Giorgio,a stonefist disciple
Giorgio,a stonefist disciple
Giorgio,a cryptic soothsayer
Giorgio,a hateful reaver
Giorgio,a vault custodian
Giorgio,a cryptic soothsayer
Giorgio,a stonefist disciple
Bianca,a corrupt heretic
Giorgio,a stonefist cenobite
Giorgio,a stonefist master
Giorgio,a vault custodian
Giorgio,a corrupt heretic
Giorgio,a cryptic diviner
Bianca,a cryptic soothsayer
Bianca,a vault sentry
Giorgio,a hateful revenant
Giorgio,a vault sentry
Bianca,a hateful revenant
Bianca,a vault sentry
Giorgio,a stonefist cenobite
Bianca,a corrupt defiler
Giorgio,a vault custodian
Giorgio,a corrupt defiler
Giorgio,a cryptic prophet
Giorgio,a stonefist disciple
Giorgio,a stonefist master
Giorgio,a cryptic soothsayer
Giorgio,a cryptic soothsayer
Giorgio,a hateful revenant
Giorgio,a vault sentry
Giorgio,a cryptic diviner
Giorgio,a stonefist cenobite
Giorgio,a corrupt defiler
Bianca,a vault sentry
Bianca,a hateful revenant
Bianca,a stonefist disciple
Giorgio,a vault sentry
Giorgio,a hateful revenant
Bianca,a vault sentry
Bianca,a stonefist cenobite
Bianca,a hateful revenant
Giorgio,a cryptic soothsayer
Giorgio,a stonefist cenobite
Bianca,a vault sentry
Giorgio,a stonefist cenobite
Bianca,a cryptic diviner
Bianca,a vault sentry
Bianca,a hateful revenant
Giorgio,a cryptic prophet
Bianca,a stonefist master
Giorgio,a stonefist cenobite
Giorgio,a vault custodian
Giorgio,a stonefist cenobite
Bianca,an Imperial sentry
Bianca,a stonefist cenobite
Giorgio,a vault sentry
Bianca,an Imperial sentry
Bianca,a vault protector
Giorgio,a hateful revenant
Giorgio,a corrupt defiler
Giorgio,a vault protector
Giorgio,an Imperial sentry
Bianca,a cryptic soothsayer
Bianca,an Imperial scourge
Bianca,an Imperial sentry
Giorgio,a cryptic diviner
Giorgio,a stonefist cenobite
Giorgio,a stonefist master
Giorgio,a stonefist master
Bianca,an Imperial sentry
Giorgio,a cryptic prophet
Giorgio,a corrupt defiler
Giorgio,a vault sentry
Giorgio,a vault protector
Bianca,a dark ritualist
Giorgio,a vault protector
Giorgio,a corrupt defiler
Giorgio,a stonefist cenobite
Bianca,a vault protector
Giorgio,a stonefist cenobite
Giorgio,a vault sentry
Giorgio,a vault protector
Giorgio,a stonefist master
Giorgio,an Imperial sentry
Giorgio,a vault protector
Giorgio,a cryptic diviner
Giorgio,an Imperial sentry
Giorgio,a dark ritualist
Bianca,an Imperial sentry
Giorgio,a corrupt warlock
Bianca,a corrupt warlock
Bianca,a stonefist cenobite
Bianca,a stonefist cenobite
Giorgio,a hateful revenant
Giorgio,a hateful revenant
Giorgio,a corrupt defiler
Giorgio,a hateful revenant
Giorgio,a hateful revenant
Bianca,a dark ritualist
Giorgio,a cryptic prophet
Bianca,a corrupt defiler
Giorgio,a dark ritualist
Bianca,a stonefist master
Giorgio,a vault sentry
Bianca,a stonefist master
Bianca,a stonefist cenobite
Bianca,a vault protector
Giorgio,a hateful revenant
Giorgio,a vault protector
Giorgio,a librarian
Giorgio,a vault protector
Giorgio,a cryptic prophet
Giorgio,a stonefist master
Bianca,a cryptic diviner
Bianca,a vault protector
Giorgio,an Imperial sentry
Giorgio,a stonefist cenobite
Giorgio,a hateful revenant
Giorgio,an Imperial sentry
Giorgio,a cryptic prophet
Bianca,a vault protector
Giorgio,a corrupt heretic
Giorgio,a vault protector
Giorgio,a stonefist master
Giorgio,an Imperial sentry
Giorgio,a vault protector
Giorgio,a stonefist cenobite
Giorgio,a stonefist master
Bianca,a vault protector
Giorgio,a corrupt defiler
Bianca,a stonefist cenobite
Giorgio,a vault sentry
Giorgio,an Imperial sentry
Giorgio,a stonefist master
Giorgio,an Imperial sentry
Giorgio,a cryptic diviner
Giorgio,a cryptic prophet
Giorgio,a stonefist master
Giorgio,an Imperial sentry
Giorgio,an Imperial sentry
Bianca,an Imperial sentry
Giorgio,a librarian
Giorgio,a hateful reaver
Bianca,a librarian
Giorgio,a librarian
Bianca,a cryptic prophet
Bianca,a corrupt defiler
Bianca,a vault protector
Giorgio,a hateful reaver
Giorgio,a vault custodian
Giorgio,a librarian
Giorgio,a vault protector
Giorgio,a librarian
Giorgio,a corrupt warlock
Bianca,a librarian
Giorgio,a cryptic soothsayer
Bianca,a vault protector
Bianca,a vault custodian
Bianca,a stonefist master
Giorgio,a vault sentry
Giorgio,a cryptic prophet
Bianca,an Imperial sentry
Giorgio,an Imperial sentry
Giorgio,a stonefist master
Giorgio,a vault sentry
Bianca,a cryptic prophet
Bianca,a stonefist master
Bianca,a cryptic prophet
Bianca,a cryptic prophet
Giorgio,an Imperial scourge
Bianca,a corrupt warlock
Giorgio,a vault protector
Bianca,an Imperial scourge
Giorgio,an Imperial scourge
Giorgio,a stonefist master
Bianca,an Imperial scourge
Bianca,a cryptic prophet
Giorgio,a corrupt warlock
Giorgio,a corrupt warlock
Giorgio,a vault protector
Giorgio,a librarian
Giorgio,an Imperial scourge
Bianca,a cryptic prophet
Giorgio,a librarian
Giorgio,a librarian
Giorgio,a corrupt warlock
Giorgio,a vault sentry
Bianca,a hateful revenant
Giorgio,a librarian
Giorgio,a hateful revenant
Giorgio,a vault sentry
Giorgio,a cryptic diviner
Giorgio,a stonefist cenobite
Giorgio,a stonefist cenobite
Giorgio,an imperial protector
Giorgio,an imperial protector
Giorgio,an imperial protector
Giorgio,an imperial protector
Bianca,an imperial protector
Giorgio,an imperial protector
Bianca,an imperial protector
Bianca,an imperial protector
Giorgio,an imperial protector
Bianca,a stonefist master
Bianca,a stonefist master
Giorgio,a stonefist master
Giorgio,a stonefist master
Giorgio,a stonefist master
Bianca,a stonefist master
Bianca,a stonefist master
Giorgio,a corrupt warlock
Giorgio,a corrupt warlock
Giorgio,a stonefist master
Giorgio,a cryptic diviner
Giorgio,a cryptic diviner
Giorgio,a cryptic diviner
Giorgio,a corrupt defiler
Giorgio,a hateful oppressor
Giorgio,a cryptic diviner
Bianca,a cryptic diviner
Bianca,a corrupt defiler
Giorgio,a vault sentry
Giorgio,a cryptic diviner
Bianca,a cryptic diviner
Giorgio,a stonefist cenobite
Bianca,a stonefist cenobite
Bianca,a cryptic diviner
Giorgio,a cryptic diviner
Giorgio,a stonefist master
Bianca,a hateful oppressor
Giorgio,a hateful oppressor
Giorgio,a hateful oppressor
Bianca,a cryptic prophet
Bianca,a corrupt defiler
Giorgio,a cryptic diviner
Giorgio,a cryptic diviner
Giorgio,a cryptic diviner
Giorgio,a cryptic diviner
Bianca,a cryptic diviner
Giorgio,a hateful revenant
Giorgio,an imperial broodkeeper
Bianca,a vault sentry
Bianca,a vault sentry
Giorgio,a vault sentry
Bianca,a cryptic diviner
Giorgio,a vault sentry
Bianca,a vault sentry
Bianca,a vault sentry
Giorgio,a hateful oppressor
Giorgio,a tower sentry
Giorgio,a tower sentry
Giorgio,a tower sentry
Giorgio,a tower sentry
Giorgio,a tower sentry
Bianca,a tower sentry
Giorgio,a venal heretic
Giorgio,a regimental diviner
Giorgio,a tower sentry
Giorgio,a tower sentry
Bianca,an ironfist disciple
Giorgio,a tower sentry
Giorgio,an ironfist cenobite
Bianca,an ironfist disciple
Bianca,a tower sentry
Bianca,a tower sentry
Giorgio,a tower sentry
Giorgio,a tower guardian
Giorgio,a regimental soothsayer
Giorgio,a tower guardian
Giorgio,a regimental soothsayer
Giorgio,a malignant reaver
Giorgio,a tower guardian
Giorgio,an ironfist cenobite
Giorgio,a tower sentry
Bianca,an ironfist cenobite
Bianca,a tower sentry
Giorgio,a greentail slayer
Giorgio,a regimental soothsayer
Giorgio,a malignant revenant
Giorgio,a tower sentry
Giorgio,a malignant revenant
Giorgio,a malignant revenant
Bianca,a tower guardian
Giorgio,a tower sentry
Giorgio,a tower sentry
Giorgio,a malignant revenant
Giorgio,a tower sentry
Bianca,a malignant revenant
Giorgio,an ironfist disciple
Giorgio,a tower sentry
Bianca,a greentail slayer
Giorgio,a malignant revenant
Giorgio,a tower sentry
Bianca,a tower sentry
Bianca,a tower guardian
Bianca,a regimental soothsayer
Bianca,a tower guardian
Giorgio,a venal heretic
Giorgio,a regimental soothsayer
Giorgio,a malignant dread knight
Giorgio,a tower sentry
Giorgio,a venal heretic
Bianca,a tower guardian
Bianca,a malignant revenant
Giorgio,a tower guardian
Bianca,a greentail slayer
Giorgio,a regimental soothsayer
Giorgio,an ironfist cenobite
Giorgio,a tower protector
Giorgio,a tower sentry
Giorgio,a tower guardian
Giorgio,an ironfist disciple
Giorgio,a venal defiler
Bianca,a tower guardian
Giorgio,a greentail commander
Bianca,a greentail commander
Bianca,a tower guardian
Bianca,a venal heretic
Giorgio,a tower guardian
Giorgio,a regimental diviner
Giorgio,a greentail slayer
Giorgio,a tower guardian
Giorgio,a tower protector
Giorgio,a greentail slayer
Giorgio,a greentail slayer
Giorgio,a malignant revenant
Giorgio,a malignant revenant
Bianca,a regimental prophet
Giorgio,an ironfist master
Giorgio,a tower protector
Giorgio,a regimental diviner
Giorgio,an ironfist master
Giorgio,an ironfist cenobite
Giorgio,an ironfist cenobite
Giorgio,a greentail slayer
Giorgio,a regimental prophet
Giorgio,a regimental prophet
Giorgio,a regimental prophet
Bianca,a regimental prophet
Giorgio,a tower protector
Giorgio,a venal warlock
Giorgio,a regimental diviner
Bianca,a regimental soothsayer
Giorgio,a greentail slayer
Giorgio,a regimental prophet
Bianca,a regimental prophet
Giorgio,a greentail commander
Bianca,a regimental diviner
Giorgio,an ironfist cenobite
Bianca,an ironfist disciple
Bianca,a regimental prophet
Bianca,a tower protector
Giorgio,a tower protector
Giorgio,a venal warlock
Giorgio,a regimental soothsayer
Giorgio,a venal warlock
Giorgio,a harried lieutenant
Giorgio,a malignant revenant
Giorgio,a tower protector
Bianca,a venal defiler
Giorgio,a regimental prophet
Giorgio,a venal warlock
Giorgio,an ironfist disciple
Giorgio,a tower sentry
Giorgio,a tower protector
Giorgio,a tower sentry
Giorgio,a regimental prophet
Giorgio,a tower guardian
Giorgio,a greentail slayer
Giorgio,Researcher Neskuisa
Giorgio,a greentail slayer
Bianca,a tower guardian
Giorgio,a tower guardian
Giorgio,a regimental prophet
Bianca,a tower guardian
Bianca,a venal warlock
Giorgio,a tower guardian
Giorgio,a tower guardian
Giorgio,a regimental prophet
Bianca,a greentail slayer
Bianca,a hateful oppressor
Bianca,a greentail commander
Bianca,a regimental diviner
Giorgio,a tower protector
Giorgio,a tower guardian
Giorgio,Raobez Kraykru
Giorgio,an iksar torturer
Giorgio,Viskal the Apothecary
Giorgio,Interrogator Silth
Giorgio,Zisak
Bianca,an ailing iksar
Giorgio,an iksar survivor
Bianca,Serllis
Giorgio,Tyriss
Bianca,Tiseth the Thrall
Giorgio,Xoraik
Bianca,an alsa thelara initiate
Bianca,an alsa thelara initiate
Bianca,Harbinger Glask
Giorgio,Overseer Drent
Bianca,Tomekeeper Kerkaz
Giorgio,Bygral Tamescale
Giorgio,Grazik Rotscale
Bianca,Takzic of the Dark Circle
Bianca,Relind
Giorgio,Utyrin Gafon
Giorgio,Nalain Gartand
Giorgio,Slizis Slicetail
Giorgio,a necromancer neophyte
Giorgio,a necromancer initiate
Bianca,a necromancer neophyte
Bianca,a necromancer neophyte
Bianca,a necromancer neophyte
Kendra,Cethernee Vellestan
Kendra,Melaara Tenwinds
Kendra,Celni Pawfoot
Miguel,Kayci Strahtin
Kendra,Grishna Vriensa
Kendra,Wayfarers Mercenary Bitral
Kendra,Teria Grinntli
Kendra,Paege Stirratin
Kendra,Roriella Vellestan
Miguel,Kellkoan Rishta
Miguel,Scout Ahlikal
Miguel,Scout Rahjiq
Miguel,Scout Janomin
Kendra,Berserker`s Image
Kendra,Berserker`s Image
Miguel,Scout Eyru
Miguel,Scout Vyrak
Miguel,Scout Sihmoj
Miguel,Scout Malom
Kendra,Caensella Vellestan
Miguel,Sarith Clawnik
Miguel,Vhalek Shah
Kendra,Spiritist Kama Resan
Miguel,Spiritist Andro Shimi
Miguel,Trondol Shir
Kendra,Spiritist Kama Resan
Miguel,Taruun Guardian Faiiq
Kendra,Taruun Guardian Lilian
Miguel,Taruun Guardian Jaamil
Miguel,Taruun Guardian Thurad
Miguel,Taruun Guardian Jimoul
Kendra,Shainai
Kendra,Taruun Guardian Itaral
Miguel,Taruun Guardian Graar
Miguel,Taruun Guardian Jarib
Miguel,Taruun Guardian Rawarr
Miguel,Taruun Guardian Hyar
Kendra,Taruun Guardian Gorian
Kendra,Chialle
Miguel,Taruun Guardian Ayam
Miguel,Taruun Guardian Dehram
Kendra,Tajie Karaf
Miguel,Taruun Murod Karaf
Kendra,Palace Guard Talruush
Miguel,Palace Guard Niromak
Miguel,Lore Master Rahamin
Miguel,Elder Animist Dumul
Miguel,Delival
Miguel,Apprentice Rawkel
Kendra,Apprentice Davik
Miguel,Apprentice Hirata
Miguel,Historian Jiira
Kendra,Alchemist Hikal
Miguel,Jhimis Khadwi
Miguel,Kaam Rahiir
Miguel,Arms Historian Qua
Kendra,Hana Sulm
Miguel,Aljuum Mohim
Miguel,Hymnist Gawfed
Kendra,Kery Miann
Miguel,Animist Mahron Sood
Miguel,Taruun Joharr
Miguel,Elder Taruun Ternq
Miguel,Armsman Khaigesh
Miguel,Noril Galoon
Kendra,Friaz Ompir
Kendra,Mydi Darjik
Miguel,Scout Irumo
Kendra,Scout Lijo
Miguel,Scout Faarni
Kendra,Fharra Cawfeet
Miguel,Animist Poren
Miguel,Broker Fahaar
Miguel,Gherik Alarhun
Miguel,Merchant Ayyad
Miguel,Spiritist Fehril
Miguel,Brokh
Miguel,Harbin Gernawl
Miguel,Dronqam Runghi
Miguel,Khala Dun Sleyhin
Miguel,Khala Dun Hebijeb
Miguel,Mignah Cahru
Miguel,Tax Collector Khugra
Kendra,Registrar Bindarah
Kendra,Nayantara Tarana
Miguel,Kanaad
Miguel,Soroush Koroun
Kendra,Kalila Talih
Miguel,Jalil Talih
Kendra,Shroyer
Miguel,Guard Jabbar
Miguel,Merchant Ahlam
Kendra,Minna Helo
Miguel,Laanas Sejiir
Miguel,Pashir Vollemon
Kendra,Soulbinder Ghula
Miguel,Dharr Nadim
Kendra,Scribe Cholsa
Miguel,Khala Dun Alferi
Miguel,Khala Dun Maluki
Miguel,Khala Dun Jhiniam
Kendra,Recruit Kilyla
Miguel,Recruit Aliid
Miguel,Supply Master Guresh
Miguel,Barracks Guard Myrik
Miguel,Supply Sergeant Ker`far
Miguel,Khala Dun Faalym
Miguel,Jharin Hajka
Miguel,Lorekeeper Ayriik
Miguel,Khala Dun Rorya
Kendra,Ahjiq Mumir
Miguel,Recruit Miaja
Kendra,Dar Khura Shavra
Miguel,Recruit Almdur
Miguel,Captain Jhulim
Miguel,Khala Dun Grerath
Miguel,Khala Dun Kerak
Miguel,Taruun Arok
Miguel,Animist Imotmeh
Miguel,Taruun Sian
Miguel,Mess Cook Azur
Miguel,Mess Cook Pyjik
Miguel,Scout Andur
Miguel,Sergeant Abaar
Miguel,Taruun Jaur
Miguel,Taruun Arek
Miguel,Taruun Olmek
Miguel,Ahahd Tolm
Miguel,Instructor Anom
Miguel,Instructor Mussin
Miguel,Khala Dun Erelk
Miguel,Firewatch Ohmila
Miguel,Firewatch Kigil
Miguel,Recruit Ulra
Miguel,Recruit Mogol
Miguel,Recruit Kuluj
Miguel,Recruit Erun
Miguel,Recruit Jiih
Miguel,Recruit Rawik
Miguel,Recruit Huuma
Miguel,Recruit Diani
Miguel,Khala Dun Gurish
Miguel,Dar Khura Aylin
Miguel,Jolod Amulek
Miguel,Cook Umek
Miguel,Animist Gazin
Miguel,Animist Simol
Miguel,Captain Arulk
Kendra,Sergeant Hujiid
Kendra,Liorra Sha Kerrath
Kendra,Jharin Apprentice Ymina
Miguel,Jharin Kiliik
Miguel,Jharin Ryak
Kendra,Yhlia Gazeehr
Kendra,Paruh Milin
Kendra,Carih Namij
Kendra,Jihli Namij
Kendra,Maera Kerrath
Kendra,Pathmaster Kharin
Miguel,High Spiritist Jimuul
Miguel,Elder Hymnist Hortitosh
Miguel,Elder Spiritist Grawleh
Miguel,Elder Animist Sahdi
Miguel,Master Taruun Rakutah
Miguel,High Armsman Trukhanah
Kendra,Taruun Falek
Kendra,Warder Keeper Jyk
Miguel,Royal Escort Yalahn
Kendra,Lajika
Miguel,Kafal
Miguel,Rytan
Miguel,Hokar
Miguel,Mugdah
Kendra,Gawra
Miguel,Marduk
Miguel,Chogar
Miguel,Kogar
Miguel,Kojik
Miguel,Scribe Gefna
Miguel,Scribe Grawl
Kendra,Scribe Dav
Kendra,Scribe Shiara
Miguel,Scribe Natji
Kendra,Scribe Lar
Miguel,Scribe Mojir
Miguel,Mahj Hujara
Miguel,Pardak
Kendra,Kyala
Miguel,Lyjak
Miguel,Garl
Miguel,Golath
Kendra,Jala
Miguel,Spiritist Ragnar
Kendra,Banker Naudi
Miguel,Banker Kjarl
